name,link,uses,inconvinients
Glycerin,https://www.drugs.com/cons/glycerin.html,"['Glycerin , when taken by mouth, is used to treat certain conditions in which there is increased eye pressure, such as glaucoma. It may also be used before eye surgery to reduce pressure in the eye.', 'Glycerin may also be used for other conditions as determined by your doctor.', ""This medicine is available only with your doctor's prescription.""]","['Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention.', 'Check with your doctor as soon as possible if any of the following side effects occur:', 'Less common', 'Rare', 'Some side effects may occur that usually do not need medical attention. These side effects may go away during treatment as your body adjusts to the medicine. Also, your health care professional may be able to tell you about ways to prevent or reduce some of these side effects. Check with your health care professional if any of the following side effects continue or are bothersome or if you have any questions about them:', 'More common', 'Less common', 'Other side effects not listed may also occur in some patients. If you notice any other effects, check with your healthcare professional.', 'Call your doctor for medical advice about side effects. You may report side effects to the FDA at 1-800-FDA-1088.']"
GlycoLax,https://www.drugs.com/mtm/glycolax.html,"['GlycoLax is a laxative solution that increases the amount of water in the intestinal tract to stimulate bowel movements.', 'GlycoLax is used as a laxative to treat occasional constipation or irregular bowel movements.', 'GlycoLax may also be used for purposes not listed in this medication guide.']","['Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.', 'Stop taking  GlycoLax and call your doctor at once if you have:', 'Common side effects of GlycoLax may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Glycopyrrolate,https://www.drugs.com/mtm/glycopyrrolate.html,"['Glycopyrrolate helps to control conditions such as peptic ulcers that involve excessive stomach acid production.', 'Glycopyrrolate is also used to reduce drooling in children ages 3 to 16 who have certain medical conditions, such as cerebral palsy.', 'Glycopyrrolate injection is also used during surgery to reduce secretions in your stomach or airway, and to help protect your heart and nervous system while you are under general anesthesia.', 'Glycopyrrolate may also be used for purposes not listed in this medication guide.']","['Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.', 'Glycopyrrolate may cause serious side effects. Stop using glycopyrrolate and call your doctor at once if you have:', 'Common side effects of glycopyrrolate may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Glyxambi,https://www.drugs.com/glyxambi.html,"['Glyxambi contains a combination of empagliflozin and linagliptin. Empagliflozin and linagliptin are oral diabetes medicines that help control blood sugar levels. Empagliflozin works by helping the kidneys get rid of glucose from your bloodstream. Linagliptin works by regulating the levels of insulin your body produces after eating.', 'Glyxambi is used together with diet and exercise to improve blood sugar control in adults with type 2 diabetes mellitus.', 'Glyxambi is also used to lower the risk of death from heart attack, stroke, or heart failure in adults with type 2 diabetes who also have heart disease.', 'This medicine is not for treating type 1 diabetes.']","['Get emergency medical help if you have signs of an allergic reaction to Glyxambi: hives, itching, flaking or peeling skin; trouble swallowing, difficult breathing; swelling of your face, lips, tongue, or throat.', 'Seek medical attention right away if you have signs of a serious genital infection (penis or vagina): burning, itching, odor, discharge, pain, tenderness, redness or swelling of the genital or rectal area, fever, not feeling well. These symptoms may get worse quickly.', 'Stop taking Glyxambi and call your doctor at once if you have:', 'Stop taking this medicine and call your doctor at once if you have:', 'Common Glyxambi side effects may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Gocovri,https://www.drugs.com/gocovri.html,"['Gocovri is a prescription medicine containing amantadine.', ""Gocovri is used to treat dyskinesia (sudden uncontrolled movements) in people with Parkinson's disease who are treated with levodopa or levodopa plus other medicines that increase the effects of dopamine in the brain."", 'Gocovri is also used with the medicines levodopa and carbidopa in people with Parkinson’s disease who are having “off” episodes.', 'Gocovri may also be used for purposes not listed in this medication guide.']","['Get emergency medical help if you have signs of an allergic reaction to Gocovri: hives; difficult breathing; swelling of your face, lips, tongue, or throat.', 'Call your doctor at once if you have:', 'You may have increased sexual urges, unusual urges to gamble, or other intense urges while taking Gocovri. Talk with your doctor if this occurs.', 'Side effects may be more likely in older adults.', 'Common Gocovri side effects may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
GoLYTELY,https://www.drugs.com/mtm/golytely.html,"['GoLYTELY is a laxative solution that stimulates bowel movements. This medication also contains minerals to replace electrolytes that are passed from the body in the stool.', 'GoLYTELY is used to clean the bowel before colonoscopy, a barium x-ray, or other intestinal procedures.', 'GoLYTELY may also be used for purposes not listed in this medication guide.']","['Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.', 'GoLYTELY may cause serious side effects. Call your doctor at once if you have:', 'You may need to drink the liquid more slowly, or stop using it for a short time if you have certain side effects. Call your doctor for instructions if you have:', 'Common side effects of GoLYTELY may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Goserelin,https://www.drugs.com/monograph/goserelin.html,"['Palliative treatment of advanced prostate cancer.         Considered one of several first-line options for hormonal therapy; other options include orchiectomy, estrogens, and antiandrogens.', 'In clinical studies, goserelin (3.6 mg every 4 weeks) was as effective as orchiectomy.      Clinical outcome in patients receiving goserelin 10.8 mg every 12 weeks expected to be similar to that of patients receiving goserelin 3.6 mg every 4 weeks. ', 'Also used as an adjunct to radiation therapy in patients with stage III [C]) prostate cancer. ', 'Treatment of locally confined stage T2b-T4 (B2-C) prostate cancer in conjunction with flutamide and radiation therapy.  ', 'Palliative treatment of endometriosis.     Experience with goserelin has been limited to women ≥18 years of age who received consecutive therapy (3.6 mg every 4 weeks) for 6 months.', 'Palliative treatment of advanced breast cancer in premenopausal and perimenopausal women.   ', 'Use of ovarian suppression in combination with endocrine therapy (i.e., anastrozole, exemestane, letrozole, tamoxifen)† [off-label] as adjuvant therapy† [off-label] in premenopausal women with early-stage hormone receptor-positive breast cancer† [off-label] may be considered a reasonable choice (accepted).      ', 'Used as an endometrial-thinning agent prior to endometrial ablation procedures for the treatment of dysfunctional uterine bleeding.  ']",
Griseofulvin,https://www.drugs.com/mtm/griseofulvin.html,"[""Griseofulvin is an antifungal medicine that is used to treat infections such as ringworm, athlete's foot, jock itch, and fungal infections of the scalp, fingernails, or toenails."", 'Griseofulvin may also be used for purposes not listed in this medication guide.']","['Get emergency medical help if you have signs of an allergic reaction (hives, difficult breathing, swelling in your face or throat) or a severe skin reaction (fever, sore throat, burning eyes, skin pain, red or purple skin rash with blistering and peeling).', 'Griseofulvin may cause serious side effects. Call your doctor at once if you have:', 'Common side effects of griseofulvin may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Guaifenesin,https://www.drugs.com/guaifenesin.html,"['Guaifenesin is an ingredient in cough and cold medicines that is used to help clear mucus or phlegm from your chest when you have had a cold or flu. Guaifenesin works by making your mucus thinner and easier to cough up, which helps clear chest congestion. Guaifenesin is available as an over-the-counter (OTC) medicine and also available on prescription.', 'Guaifenesin is not FDA approved for treatment of fibromyalgia but some people take it off-label for this condition.\xa0 In clinical studies guaifenesin has not shown to be effective for fibromyalgia.']","['Get emergency medical help if you have signs of an allergic reaction to guaifenesin: hives; difficult breathing; swelling of your face, lips, tongue, or throat.', 'Common guaifenesin side effects may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Guanfacine,https://www.drugs.com/mtm/guanfacine.html,"['Guanfacine is used to treat high blood pressure (hypertension). It is sometimes given with other blood pressure medications.', 'The Intuniv brand of guanfacine is used to treat attention deficit hyperactivity disorder (ADHD).', 'Guanfacine may also be used for purposes not listed in this medication guide.']","['Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.', 'Guanfacine may cause serious side effects. Call your doctor at once if you have:', 'If you stop taking guanfacine, tell your doctor if you have headaches, confusion, rapid heartbeats, tremors, increased blood pressure, or if you feel nervous or agitated. If left untreated, these symptoms could lead to very high blood pressure, vision problems, or seizures.', 'Common side effects of guanfacine may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Gvoke HypoPen,https://www.drugs.com/gvoke.html,"['Gvoke is a hormone that increases blood sugar levels.', 'Gvoke is used to treat hypoglycemia (low blood sugar). Gvoke in the HypoPen auto-injector, pre-filled syringe (PFS), and the vial and syringe kit is given by subcutaneous (under the skin) injection.', 'Gvoke is for use in adults and children (aged 2 years and above) with diabetes.']","['Get emergency medical help if you have signs of an allergic reaction to Gvoke: hives; difficulty breathing; fast or slow heartbeat; swelling of your face, lips, tongue, or throat.', 'Call your doctor at once if you have any of the following skin changes on your face, legs, groin, or genital area:', 'Common Gvoke side effects may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Haegarda,https://www.drugs.com/haegarda.html,"['Haegarda is a man-made form of a protein in blood that helps control swelling in the body. People with a condition called Hereditary Angioedema (HAE) do not have enough of this protein. Hereditary Angioedema can cause attacks of swelling and symptoms such as stomach problems or trouble breathing.', 'Haegarda is an injectable medicine used to prevent swelling and/or painful attacks in patients 6 years of age and older with Hereditary Angioedema.', 'Haegarda should not be used to treat an acute HAE attack. In case of an acute HAE attack, initiate individualized treatment as discussed with your health care professional.']","['Get emergency medical help if you have signs of an allergic reaction to Haegarda: hives; chest tightness, fast heartbeats, feeling light-headed; wheezing or difficult breathing, blue lips or gums; or swelling of your face, lips, tongue, or throat.', 'Call your doctor at once if you have:', 'Common Haegarda side effects may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Halcion,https://www.drugs.com/mtm/halcion.html,"['Halcion is a benzodiazepine (ben-zoe-dye-AZE-eh-peen) that is used short term (7 to 10 days) to treat insomnia (trouble falling or staying asleep).', 'Halcion may also be used for purposes not listed in this medication guide.']","['Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.', 'Halcion can slow or stop your breathing, especially if you have recently used an opioid medication or alcohol. A person caring for you should seek emergency medical attention if you have slow breathing with long pauses, blue colored lips, or if you are hard to wake up.', 'Halcion may cause serious side effects. Call your doctor at once if you have:', 'Some people using Halcion have engaged in activity such as driving, eating, walking, making phone calls, or having sex and later having no memory of the activity. Tell your doctor if this happens to you.', 'Drowsiness or dizziness may last longer in older adults. Use caution to avoid falling or accidental injury.', 'Common side effects of Halcion may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Haldol,https://www.drugs.com/mtm/haldol.html,"['Haldol is an antipsychotic medicine that is used to treat schizophrenia.', ""Haldol is also used to control motor and speech tics in people with Tourette's syndrome."", 'Haldol may also be used for purposes not listed in this medication guide.']","['Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.', 'High doses or long-term use of haloperidol can cause a serious movement disorder that may not be reversible. The longer you use Haldol, the more likely you are to develop this disorder, especially if you are a woman or an older adult.', 'Haldol may cause serious side effects. Call your doctor at once if you have:', 'Common side effects of Haldol may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Halobetasol,https://www.drugs.com/halobetasol-topical.html,"['Halobetasol topical is a super high potency, Class I corticosteroid product that is applied to the skin to reduce inflammation and itching caused by plaque psoriasis or other skin conditions that respond to corticosteroid medication.', 'Halobetasol topical is available as a cream, ointment, lotion, or foam:']","['Get emergency medical help if you have signs of an allergic reaction to halobetasol, such as hives; difficulty breathing; or swelling of your face, lips, tongue, or throat.', 'Call your doctor at once if you have:', 'Common halobetasol side effects may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Haloperidol,https://www.drugs.com/mtm/haloperidol.html,"['Haloperidol is an antipsychotic medicine that is used to treat schizophrenia.', ""Haloperidol is also used to control motor and speech tics in people with Tourette's syndrome."", 'Haloperidol may also be used for purposes not listed in this medication guide.']","['Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.', 'High doses or long-term use of haloperidol can cause a serious movement disorder that may not be reversible. The longer you use haloperidol, the more likely you are to develop this disorder, especially if you are a woman or an older adult.', 'Haloperidol may cause serious side effects. Call your doctor at once if you have:', 'Common side effects of haloperidol may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Harvoni,https://www.drugs.com/harvoni.html,"['Harvoni contains a combination of ledipasvir and sofosbuvir. Ledipasvir and sofosbuvir are antiviral medications that prevent the hepatitis C virus (HCV) from multiplying in your body.', 'Harvoni is used to treat chronic hepatitis C in adults and children who are at least 3 years old. Harvoni is sometimes given in combination with another medicine called ribavirin.', 'Harvoni treats specific genotypes of hepatitis C, and only in certain people. Use only the medications prescribed for you. Do not share your medicine with other people.', 'Harvoni is sometimes used in people who also have HIV. This medicine is not a treatment for HIV or AIDS.']","['Get emergency medical help if you have signs of an allergic reaction to Harvoni: hives; difficult breathing; swelling of your face, lips, tongue, or throat.', 'Call your doctor at once if you have new or worsening symptoms such as:', 'If you take Harvoni and you also take a heart rhythm medicine called amiodarone: This combination of medicines can cause dangerous side effects on your heart. Get medical help right away if you take these medicines and you have:', 'Common Harvoni side effects may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Hemabate,https://www.drugs.com/mtm/hemabate.html,"['Hemabate is a form of prostaglandin (a hormone-like substance that occurs naturally in the body). Prostaglandins help to control functions in the body such as blood pressure and muscle contractions.', 'Hemabate is used to treat severe bleeding after childbirth (postpartum).', 'Hemabate is also used to produce an abortion by causing uterine contractions. It is usually given between the 13th and 20th weeks of pregnancy, but may be given at other times for medical reasons. This medicine is often used when another method of abortion has not completely emptied the uterus, or when a complication of pregnancy would cause the baby to be born too early to survive.', 'Hemabate may also be used for purposes not listed in this medication guide.']","['Get emergency medical help if you have any of these signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.', 'Hemabate may cause serious side effects. Call your doctor at once if you have:', 'Common side effects of Hemabate may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Hemgenix,https://www.drugs.com/hemgenix.html,"['Hemgenix is a one-time gene therapy for the treatment of adults with hemophilia B.', 'Hemophilia B is an inherited bleeding disorder resulting from missing or insufficient levels of blood clotting Factor IX, a protein needed to produce blood clots to stop bleeding.', 'Hemgenix consists of a viral vector that carries a gene for Factor IX. The gene is expressed in the liver to produce the Factor IX protein, which increases the blood levels of Factor IX to limit episodes of bleeding.\xa0']","['Hemgenix may cause serious side effects.', 'The most common side effects include:', 'These are not the only side effects possible. Tell your healthcare provider about any side effect you may experience.', 'Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Heparin,https://www.drugs.com/heparin.html,"['Heparin is an anticoagulant (blood thinner) that prevents the formation of blood clots.', 'Heparin is used to treat and prevent blood clots caused by certain medical conditions or medical procedures. It is also used before surgery to reduce the risk of blood clots.', 'Do not use heparin injection to flush (clean out) an intravenous (IV) catheter. A separate product is available to use as catheter lock flush. Using the wrong type of heparin to flush a catheter can result in fatal bleeding.']","['Get emergency medical help if you have signs of an allergic reaction to heparin: nausea, vomiting, sweating, hives, itching, trouble breathing, swelling of your face, lips, tongue, or throat, or feeling like you might pass out.', 'Heparin may cause you to bleed more easily, which can be severe or life-threatening. You may also have bleeding on the inside of your body. Seek emergency medical attention if you have:', 'Heparin can cause you to have bleeding episodes while you are using it and for several weeks after you stop.', 'Bleeding may be more likely in older adults, especially women over 60 years of age', 'Stop using this medicine and call your doctor at once if you have:', 'Common heparin side effects may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Heparin Sodium,https://www.drugs.com/monograph/heparin-sodium.html,"['Treatment of DVT and PE.    ', 'Recommended by the American College of Chest Physicians (ACCP) as an appropriate choice of anticoagulant for initial treatment of acute proximal DVT or PE.', 'LMWHs or fondaparinux generally preferred over heparin for initial treatment of acute venous thromboembolism; however, heparin may be preferred in patients with renal impairment. IV heparin also may be preferred over sub-Q therapies in patients with PE in whom thrombolytic therapy is being considered or if there is concern about adequate sub-Q absorption.', 'After full-dose heparin therapy, warfarin or an LMWH generally is administered as follow-up anticoagulant therapy for ≥3 months in adults with venous thromboembolism.', 'Prophylaxis of postoperative DVT and PE in patients undergoing general (e.g., abdominal) surgery who are at risk of thromboembolism. ', 'ACCP recommends pharmacologic (e.g., low-dose heparin) and/or nonpharmacologic/mechanical (e.g., intermittent pneumatic compression) methods of thromboprophylaxis in patients undergoing general surgery, including abdominal, GI, gynecologic, and urologic surgery, according to the patient’s risk of thromboembolism and bleeding. In general, pharmacologic prophylaxis is recommended in patients with high (and possibly moderate) risk of venous thromboembolism who do not have a high risk of bleeding, while mechanical methods are suggested in patients who require thromboprophylaxis but have a high risk of bleeding.', 'If pharmacologic prophylaxis is indicated in patients undergoing general surgery, ACCP states that an LMWH or low-dose heparin is preferred.', 'ACCP states that the same recommendations for use of antithrombotic agents in general surgery patients can be applied to patients undergoing bariatric, vascular, and plastic/reconstructive surgery.', 'Mechanical methods of prophylaxis generally recommended in patients undergoing cardiac surgery; however, ACCP states that low-dose heparin may be considered in cardiac surgery patients with a complicated postoperative course.', 'Has been used for prevention of venous thromboembolism in patients undergoing craniotomy† [off-label]; however, benefits may be outweighed by possible increased risk of intracranial hemorrhage. ACCP states that the addition of low-dose heparin to a mechanical method of prophylaxis may be considered in patients at very high risk of thromboembolism (e.g., those undergoing craniotomy for malignant disease) once adequate hemostasis established and risk of bleeding decreases.', 'Also may be considered as a possible addition to mechanical prophylaxis in high-risk patients undergoing spinal surgery† [off-label] (e.g., those with malignancy or those undergoing surgery with a combined anterior-posterior approach) once adequate hemostasis established and risk of bleeding decreases.', 'Prevention of postoperative DVT and PE in patients undergoing major thoracic surgery.', 'Pharmacologic thromboprophylaxis (e.g., low-dose heparin) recommended by ACCP in patients undergoing thoracic surgery who are at high risk of venous thromboembolism, provided risk of bleeding is low.', 'Has been used for prevention of DVT and PE in patients undergoing total hip-replacement surgery† [off-label], total knee-replacement surgery† [off-label], or hip-fracture surgery† [off-label].', 'ACCP recommends routine thromboprophylaxis (with a pharmacologic and/or mechanical method) in all patients undergoing major orthopedic surgery because of high risk of postoperative venous thromboembolism; continue thromboprophylaxis for at least 10–14 days, and possibly for up to 35 days after surgery.', 'Among several antithrombotic agents (e.g., LMWH, fondaparinux, low-dose heparin, warfarin, aspirin) recommended for pharmacologic thromboprophylaxis in patients undergoing major orthopedic surgery, ACCP states LMWHs generally preferred; may consider alternative agents when an LMWH is not available or cannot be used.', 'When selecting an appropriate thromboprophylaxis regimen, consider factors such as relative efficacy and safety of the drugs in addition to other logistics and compliance issues.', 'Used for prevention of DVT and PE in acutely ill hospitalized medical patients and in those with medical conditions associated with a high risk of thromboembolism (e.g., cancer).', 'In general, pharmacologic thromboprophylaxis recommended only in patients considered to be at high risk of venous thromboembolism.', 'ACCP recommends anticoagulant prophylaxis (e.g., low-dose heparin) in acutely ill, hospitalized medical patients at increased risk of thrombosis who are not actively bleeding and do not have an increased risk of bleeding. Continued thromboprophylaxis suggested for 6–21 days until full mobility is restored or hospital discharge.', 'Low-dose heparin also suggested by ACCP for pharmacologic thromboprophylaxis in critically ill patients (e.g., those in an intensive care unit [ICU]) who are not actively bleeding and do not have risk factors for bleeding.', 'Risk of venous thromboembolism is particularly high in patients with cancer. Use of low-dose heparin suggested by ACCP in cancer (solid tumors) outpatients who have additional risk factors for thromboembolism, provided risk of bleeding is low.', 'Low-dose heparin may be used for thromboprophylaxis in patients with major trauma†. For major trauma patients at high risk of venous thromboembolism, including those with acute spinal cord injury, traumatic brain injury, or spinal surgery for trauma, ACCP suggests the use of both a pharmacologic and mechanical method of prophylaxis, unless contraindications exist.', 'Has been used for prevention and treatment of venous thromboembolism during pregnancy; however, an LMWH generally is recommended by ACCP because of a more favorable safety profile.', 'Has been used in combination with low-dose aspirin for prevention of recurrent pregnancy loss in women with antiphospholipid antibodies (APLA) syndrome†.', 'Also has been used with aspirin (often combined with immune globulin) for prevention of venous thromboembolism and early pregnancy loss in women who have undergone in vitro fertilization†.     ', 'Has been used for treatment and secondary prevention of venous thromboembolism in neonates and children†; venous thromboembolism usually occurs secondary to an identifiable risk factor (e.g., presence of central venous access device) in such patients.', 'Recommendations regarding use of antithrombotic therapy in children generally based on extrapolation from adult guidelines.', 'In children with central venous catheters (or umbilical venous catheters) who experience venous thromboembolism, ACCP recommends removal of catheter if no longer functioning or required; at least 3–5 days of therapeutic anticoagulation suggested prior to removal. If such catheters must remain in place, ACCP suggests anticoagulant therapy until catheter is removed.', 'Has been used to reduce the risk of stroke and systemic embolism in patients undergoing electrical or pharmacologic cardioversion† for atrial fibrillation or atrial flutter.', 'Therapeutic anticoagulation with heparin may be used in patients in whom prolonged anticoagulation (e.g., with warfarin for ≥3 weeks) prior to cardioversion is not necessary or not possible; in these situations, heparin or an LMWH generally is administered at the time of transesophageal echocardiograph (TEE) or at presentation (for those with atrial fibrillation ≤48 hours) just prior to cardioversion.', 'In patients with hemodynamic instability who require urgent cardioversion, ACCP suggests administration of IV heparin or an LMWH prior to cardioversion, if possible; however, such anticoagulant therapy must not delay any emergency intervention. ', 'Used during conversion to maintenance warfarin therapy to reduce the incidence of thromboembolism (e.g., stroke) in patients with prosthetic mechanical heart valves†.    ', 'ACCP suggests bridging anticoagulation (administration of an LMWH in either prophylactic or therapeutic dosages or IV heparin in prophylactic dosages) during the early postoperative period after insertion of a mechanical heart valve until patient is stable on warfarin therapy.', 'Also may be used for bridging anticoagulation in patients with a mechanical heart valve in whom therapy with warfarin must be temporarily discontinued (e.g., for major surgery). ACC and AHA state that perioperative use of heparin should be considered for noncardiac surgery, invasive procedures, or dental procedures in patients with prosthetic heart valves who are at high risk for thrombosis without oral antithrombotic therapy (e.g., those with any mechanical mitral valve or a mechanical aortic valve with additional risk factors).', 'Used for thromboprophylaxis in pregnant women with prosthetic mechanical heart valves†.   (See Thromboembolism During Pregnancy under Dosage and Administration.)', 'Renal vein thrombosis† is the most common cause of spontaneous venous thromboembolism in neonates. Although use of anticoagulant therapy in patients with renal vein thrombosis is controversial, heparin is suggested by ACCP as a possible treatment option in selected neonates.', 'Used to reduce the extent of ischemic injury in patients with acute arterial emboli or thrombosis; however, ACCP states formal studies demonstrating improved outcomes have not been conducted.', 'In patients with limb ischemia secondary to arterial emboli or thrombosis, immediate systemic anticoagulation with heparin to prevent thrombotic propagation is suggested by ACCP.', 'Prophylaxis during cardiac catheterization via an artery in neonates and children. If femoral artery thrombosis occurs following cardiac catheterization, therapeutic-dose IV heparin is recommended, followed by subsequent conversion to an LMWH or continued treatment with heparin to complete 5–7 days of therapeutic anticoagulation.', 'Prevention of activation of the coagulation mechanism during arterial and cardiac surgery.   ', 'A nonheparin anticoagulant (e.g., bivalirudin) may be used in place of heparin in patients with acute heparin-induced thrombocytopenia (HIT) or subacute HIT (platelets have recovered, but HIT antibodies still present) who require urgent cardiac surgery. Because HIT antibodies are transient, ACCP states that short-term use of heparin may be appropriate in patients with a remote (>3 months) history of HIT and no detectable antibodies who require cardiac surgery.', 'Treatment of acute and chronic consumptive coagulopathies, including disseminated intravascular coagulation.', 'Maintenance of patency of indwelling peripheral or central venipuncture devices designed for intermittent injections and/or blood sampling.               ', 'ACCP suggests use of heparin flushes as an option for primary thromboprophylaxis of central venous access devices in children.', 'In neonates and children with peripheral arterial catheters, ACCP recommends continuous IV infusion of heparin (in low concentrations) via the catheter for prophylaxis. Also may consider use of heparin for treatment if symptomatic catheter-related thromboembolism occurs.', 'In neonates with umbilical arterial catheters, ACCP also suggests thromboprophylaxis with low-dose heparin via the catheter to maintain patency.', 'Used in combination with antiplatelet agents (e.g., aspirin) during and after successful coronary artery reperfusion (e.g., thrombolytic agents) for prevention of ischemic complications of STEMI† (e.g., death, reinfarction, stroke).           ', 'The American College of Cardiology Foundation (ACCF) and AHA state that patients with STEMI undergoing thrombolytic therapy should receive an anticoagulant (e.g., heparin, enoxaparin, fondaparinux) for ≥48 hours, and preferably for the duration of the index hospitalization, up to 8 days or until revascularization is performed. Enoxaparin is preferred over heparin if extended anticoagulation (>48 hours) is necessary.', 'Used to reduce the risk of thrombotic complications in patients undergoing PCI.  Used in conjunction with aspirin and other standard therapy (e.g., GP IIb/IIIa-receptor inhibitors, P2Y12 receptor antagonists).    ', 'Use of a parenteral anticoagulant is recommended in patients undergoing PCI to prevent thrombus formation during the procedure. IV heparin is recommended by AHA, the American College of Cardiology Foundation (ACCF), and the Society for Cardiovascular Angiography and Interventions (SCAI) as an appropriate choice of anticoagulant.', 'Reduction in the risk of acute cardiac ischemic events (death and/or MI) in patients with NSTE ACS (unstable angina or non-ST-segment-elevation MI [NSTEMI])†.     ', 'Used concurrently with aspirin and/or other standard therapy (e.g., nitrates, β-adrenergic blocking agents [β-blockers], P2Y12 receptor antagonists).   ', 'Initial parenteral anticoagulants with established efficacy in patients with NSTE ACS include enoxaparin, heparin, bivalirudin (only in patients managed with an early invasive strategy), and fondaparinux.', 'In patients who will undergo CABG, if heparin is already being administered, continue during surgery. If patient is receiving other anticoagulants (enoxaparin, fondaparinux, or bivalirudin), discontinue other anticoagulant and use heparin during CABG.', 'In patients in whom conservative medical therapy is selected as a postangiographic management strategy, recommendations for continued antiplatelet and anticoagulant therapy generally are based on the presence of CAD.', 'May be used for treatment of acute cerebral venous sinus (sinovenous) thrombosis† in adults. May convert to oral anticoagulant therapy once patient is stabilized.', 'Recommended by ACCP as an option for initial anticoagulation in children with cerebral venous sinus thrombosis† without substantial intracranial hemorrhage. Also has been suggested for use in such children with substantial hemorrhage.', 'Heparin anticoagulants (i.e., LMWH or heparin) have been used for thromboprophylaxis in selected patients with acute ischemic stroke†; those with additional risk factors for venous thromboembolism are more likely to benefit.', 'ACCP suggests thromboprophylaxis with an LMWH (in prophylactic dosages), sub-Q heparin, or intermittent pneumatic compression in patients with acute ischemic stroke† and restricted mobility; LMWH is preferred over heparin.', 'Prophylactic-dose heparin usually initiated within 48 hours of onset of stroke and continued throughout hospital stay until patient regains mobility; do not administer within the first 24 hours after thrombolytic therapy.', 'Also has been used for initial management of acute arterial ischemic stroke in children† until dissection and embolic causes have been excluded.', 'In children with acute arterial ischemic stroke secondary to non-Moyamoya vasculopathy†, ACCP recommends ongoing antithrombotic therapy (e.g., heparin) for 3 months.', 'Heparin may be considered in neonates with a first episode of arterial ischemic stroke associated with a documented cardioembolic source.', 'Used in the perioperative management of patients who require temporary interruption of long-term warfarin therapy for surgery or other invasive procedures.', 'ACCP suggests perioperative use of an LMWH or IV heparin (bridging anticoagulation) in selected patients with venous thromboembolism, atrial fibrillation, or mechanical prosthetic heart valves depending on their risk of developing thromboembolism without warfarin therapy.', 'In general, bridging anticoagulation is suggested in such patients who are considered to be at particularly high risk of venous thromboembolism without oral anticoagulant therapy.', 'Used as an in vitro anticoagulant in blood transfusions.', 'Used for anticoagulation during extracorporeal circulation and dialysis procedures.']",
